source,target
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8573,25720
25720,12860
12860,6430
6430,3215
3215,9646
9646,4823
4823,14470
14470,7235
7235,21706
21706,10853
10853,32560
32560,16280
16280,8140
8140,4070
4070,2035
2035,6106
6106,3053
3053,9160
9160,4580
4580,2290
2290,1145
1145,3436
3436,1718
1718,859
859,2578
2578,1289
1289,3868
3868,1934
1934,967
967,2902
2902,1451
1451,4354
4354,2177
2177,6532
6532,3266
3266,1633
1633,4900
4900,2450
2450,1225
1225,3676
3676,1838
1838,919
919,2758
2758,1379
1379,4138
4138,2069
2069,6208
6208,3104
3104,1552
1552,776
776,388
388,194
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8574,4287
4287,12862
12862,6431
6431,19294
19294,9647
9647,28942
28942,14471
14471,43414
43414,21707
21707,65122
65122,32561
32561,97684
97684,48842
48842,24421
24421,73264
73264,36632
36632,18316
18316,9158
9158,4579
4579,13738
13738,6869
6869,20608
20608,10304
10304,5152
5152,2576
2576,1288
1288,644
644,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8575,25726
25726,12863
12863,38590
38590,19295
19295,57886
57886,28943
28943,86830
86830,43415
43415,130246
130246,65123
65123,195370
195370,97685
97685,293056
293056,146528
146528,73264
73264,36632
36632,18316
18316,9158
9158,4579
4579,13738
13738,6869
6869,20608
20608,10304
10304,5152
5152,2576
2576,1288
1288,644
644,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8576,4288
4288,2144
2144,1072
1072,536
536,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8577,25732
25732,12866
12866,6433
6433,19300
19300,9650
9650,4825
4825,14476
14476,7238
7238,3619
3619,10858
10858,5429
5429,16288
16288,8144
8144,4072
4072,2036
2036,1018
1018,509
509,1528
1528,764
764,382
382,191
191,574
574,287
287,862
862,431
431,1294
1294,647
647,1942
1942,971
971,2914
2914,1457
1457,4372
4372,2186
2186,1093
1093,3280
3280,1640
1640,820
820,410
410,205
205,616
616,308
308,154
154,77
77,232
232,116
116,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8578,4289
4289,12868
12868,6434
6434,3217
3217,9652
9652,4826
4826,2413
2413,7240
7240,3620
3620,1810
1810,905
905,2716
2716,1358
1358,679
679,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8579,25738
25738,12869
12869,38608
38608,19304
19304,9652
9652,4826
4826,2413
2413,7240
7240,3620
3620,1810
1810,905
905,2716
2716,1358
1358,679
679,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8580,4290
4290,2145
2145,6436
6436,3218
3218,1609
1609,4828
4828,2414
2414,1207
1207,3622
3622,1811
1811,5434
5434,2717
2717,8152
8152,4076
4076,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8581,25744
25744,12872
12872,6436
6436,3218
3218,1609
1609,4828
4828,2414
2414,1207
1207,3622
3622,1811
1811,5434
5434,2717
2717,8152
8152,4076
4076,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8582,4291
4291,12874
12874,6437
6437,19312
19312,9656
9656,4828
4828,2414
2414,1207
1207,3622
3622,1811
1811,5434
5434,2717
2717,8152
8152,4076
4076,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8583,25750
25750,12875
12875,38626
38626,19313
19313,57940
57940,28970
28970,14485
14485,43456
43456,21728
21728,10864
10864,5432
5432,2716
2716,1358
1358,679
679,2038
2038,1019
1019,3058
3058,1529
1529,4588
4588,2294
2294,1147
1147,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8584,4292
4292,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8585,25756
25756,12878
12878,6439
6439,19318
19318,9659
9659,28978
28978,14489
14489,43468
43468,21734
21734,10867
10867,32602
32602,16301
16301,48904
48904,24452
24452,12226
12226,6113
6113,18340
18340,9170
9170,4585
4585,13756
13756,6878
6878,3439
3439,10318
10318,5159
5159,15478
15478,7739
7739,23218
23218,11609
11609,34828
34828,17414
17414,8707
8707,26122
26122,13061
13061,39184
39184,19592
19592,9796
9796,4898
4898,2449
2449,7348
7348,3674
3674,1837
1837,5512
5512,2756
2756,1378
1378,689
689,2068
2068,1034
1034,517
517,1552
1552,776
776,388
388,194
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8586,4293
4293,12880
12880,6440
6440,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8587,25762
25762,12881
12881,38644
38644,19322
19322,9661
9661,28984
28984,14492
14492,7246
7246,3623
3623,10870
10870,5435
5435,16306
16306,8153
8153,24460
24460,12230
12230,6115
6115,18346
18346,9173
9173,27520
27520,13760
13760,6880
6880,3440
3440,1720
1720,860
860,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8588,4294
4294,2147
2147,6442
6442,3221
3221,9664
9664,4832
4832,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8589,25768
25768,12884
12884,6442
6442,3221
3221,9664
9664,4832
4832,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8590,4295
4295,12886
12886,6443
6443,19330
19330,9665
9665,28996
28996,14498
14498,7249
7249,21748
21748,10874
10874,5437
5437,16312
16312,8156
8156,4078
4078,2039
2039,6118
6118,3059
3059,9178
9178,4589
4589,13768
13768,6884
6884,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8591,25774
25774,12887
12887,38662
38662,19331
19331,57994
57994,28997
28997,86992
86992,43496
43496,21748
21748,10874
10874,5437
5437,16312
16312,8156
8156,4078
4078,2039
2039,6118
6118,3059
3059,9178
9178,4589
4589,13768
13768,6884
6884,3442
3442,1721
1721,5164
5164,2582
2582,1291
1291,3874
3874,1937
1937,5812
5812,2906
2906,1453
1453,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8592,4296
4296,2148
2148,1074
1074,537
537,1612
1612,806
806,403
403,1210
1210,605
605,1816
1816,908
908,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8593,25780
25780,12890
12890,6445
6445,19336
19336,9668
9668,4834
4834,2417
2417,7252
7252,3626
3626,1813
1813,5440
5440,2720
2720,1360
1360,680
680,340
340,170
170,85
85,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8594,4297
4297,12892
12892,6446
6446,3223
3223,9670
9670,4835
4835,14506
14506,7253
7253,21760
21760,10880
10880,5440
5440,2720
2720,1360
1360,680
680,340
340,170
170,85
85,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8595,25786
25786,12893
12893,38680
38680,19340
19340,9670
9670,4835
4835,14506
14506,7253
7253,21760
21760,10880
10880,5440
5440,2720
2720,1360
1360,680
680,340
340,170
170,85
85,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8596,4298
4298,2149
2149,6448
6448,3224
3224,1612
1612,806
806,403
403,1210
1210,605
605,1816
1816,908
908,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8597,25792
25792,12896
12896,6448
6448,3224
3224,1612
1612,806
806,403
403,1210
1210,605
605,1816
1816,908
908,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8598,4299
4299,12898
12898,6449
6449,19348
19348,9674
9674,4837
4837,14512
14512,7256
7256,3628
3628,1814
1814,907
907,2722
2722,1361
1361,4084
4084,2042
2042,1021
1021,3064
3064,1532
1532,766
766,383
383,1150
1150,575
575,1726
1726,863
863,2590
2590,1295
1295,3886
3886,1943
1943,5830
5830,2915
2915,8746
8746,4373
4373,13120
13120,6560
6560,3280
3280,1640
1640,820
820,410
410,205
205,616
616,308
308,154
154,77
77,232
232,116
116,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8599,25798
25798,12899
12899,38698
38698,19349
19349,58048
58048,29024
29024,14512
14512,7256
7256,3628
3628,1814
1814,907
907,2722
2722,1361
1361,4084
4084,2042
2042,1021
1021,3064
3064,1532
1532,766
766,383
383,1150
1150,575
575,1726
1726,863
863,2590
2590,1295
1295,3886
3886,1943
1943,5830
5830,2915
2915,8746
8746,4373
4373,13120
13120,6560
6560,3280
3280,1640
1640,820
820,410
410,205
205,616
616,308
308,154
154,77
77,232
232,116
116,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8600,4300
4300,2150
2150,1075
1075,3226
3226,1613
1613,4840
4840,2420
2420,1210
1210,605
605,1816
1816,908
908,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8601,25804
25804,12902
12902,6451
6451,19354
19354,9677
9677,29032
29032,14516
14516,7258
7258,3629
3629,10888
10888,5444
5444,2722
2722,1361
1361,4084
4084,2042
2042,1021
1021,3064
3064,1532
1532,766
766,383
383,1150
1150,575
575,1726
1726,863
863,2590
2590,1295
1295,3886
3886,1943
1943,5830
5830,2915
2915,8746
8746,4373
4373,13120
13120,6560
6560,3280
3280,1640
1640,820
820,410
410,205
205,616
616,308
308,154
154,77
77,232
232,116
116,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8602,4301
4301,12904
12904,6452
6452,3226
3226,1613
1613,4840
4840,2420
2420,1210
1210,605
605,1816
1816,908
908,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
8603,25810
25810,12905
12905,38716
38716,19358
19358,9679
9679,29038
29038,14519
14519,43558
43558,21779
21779,65338
65338,32669
32669,98008
98008,49004
49004,24502
24502,12251
12251,36754
36754,18377
18377,55132
55132,27566
27566,13783
13783,41350
41350,20675
20675,62026
62026,31013
31013,93040
93040,46520
46520,23260
23260,11630
11630,5815
5815,17446
17446,8723
8723,26170
26170,13085
13085,39256
39256,19628
19628,9814
9814,4907
4907,14722
14722,7361
7361,22084
22084,11042
11042,5521
5521,16564
16564,8282
8282,4141
4141,12424
12424,6212
6212,3106
3106,1553
1553,4660
4660,2330
2330,1165
1165,3496
3496,1748
1748,874
874,437
437,1312
1312,656
656,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8604,4302
4302,2151
2151,6454
6454,3227
3227,9682
9682,4841
4841,14524
14524,7262
7262,3631
3631,10894
10894,5447
5447,16342
16342,8171
8171,24514
24514,12257
12257,36772
36772,18386
18386,9193
9193,27580
27580,13790
13790,6895
6895,20686
20686,10343
10343,31030
31030,15515
15515,46546
46546,23273
23273,69820
69820,34910
34910,17455
17455,52366
52366,26183
26183,78550
78550,39275
39275,117826
117826,58913
58913,176740
176740,88370
88370,44185
44185,132556
132556,66278
66278,33139
33139,99418
99418,49709
49709,149128
149128,74564
74564,37282
37282,18641
18641,55924
55924,27962
27962,13981
13981,41944
41944,20972
20972,10486
10486,5243
5243,15730
15730,7865
7865,23596
23596,11798
11798,5899
5899,17698
17698,8849
8849,26548
26548,13274
13274,6637
6637,19912
19912,9956
9956,4978
4978,2489
2489,7468
7468,3734
3734,1867
1867,5602
5602,2801
2801,8404
8404,4202
4202,2101
2101,6304
6304,3152
3152,1576
1576,788
788,394
394,197
197,592
592,296
296,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8605,25816
25816,12908
12908,6454
6454,3227
3227,9682
9682,4841
4841,14524
14524,7262
7262,3631
3631,10894
10894,5447
5447,16342
16342,8171
8171,24514
24514,12257
12257,36772
36772,18386
18386,9193
9193,27580
27580,13790
13790,6895
6895,20686
20686,10343
10343,31030
31030,15515
15515,46546
46546,23273
23273,69820
69820,34910
34910,17455
17455,52366
52366,26183
26183,78550
78550,39275
39275,117826
117826,58913
58913,176740
176740,88370
88370,44185
44185,132556
132556,66278
66278,33139
33139,99418
99418,49709
49709,149128
149128,74564
74564,37282
37282,18641
18641,55924
55924,27962
27962,13981
13981,41944
41944,20972
20972,10486
10486,5243
5243,15730
15730,7865
7865,23596
23596,11798
11798,5899
5899,17698
17698,8849
8849,26548
26548,13274
13274,6637
6637,19912
19912,9956
9956,4978
4978,2489
2489,7468
7468,3734
3734,1867
1867,5602
5602,2801
2801,8404
8404,4202
4202,2101
2101,6304
6304,3152
3152,1576
1576,788
788,394
394,197
197,592
592,296
296,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8606,4303
4303,12910
12910,6455
6455,19366
19366,9683
9683,29050
29050,14525
14525,43576
43576,21788
21788,10894
10894,5447
5447,16342
16342,8171
8171,24514
24514,12257
12257,36772
36772,18386
18386,9193
9193,27580
27580,13790
13790,6895
6895,20686
20686,10343
10343,31030
31030,15515
15515,46546
46546,23273
23273,69820
69820,34910
34910,17455
17455,52366
52366,26183
26183,78550
78550,39275
39275,117826
117826,58913
58913,176740
176740,88370
88370,44185
44185,132556
132556,66278
66278,33139
33139,99418
99418,49709
49709,149128
149128,74564
74564,37282
37282,18641
18641,55924
55924,27962
27962,13981
13981,41944
41944,20972
20972,10486
10486,5243
5243,15730
15730,7865
7865,23596
23596,11798
11798,5899
5899,17698
17698,8849
8849,26548
26548,13274
13274,6637
6637,19912
19912,9956
9956,4978
4978,2489
2489,7468
7468,3734
3734,1867
1867,5602
5602,2801
2801,8404
8404,4202
4202,2101
2101,6304
6304,3152
3152,1576
1576,788
788,394
394,197
197,592
592,296
296,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8607,25822
25822,12911
12911,38734
38734,19367
19367,58102
58102,29051
29051,87154
87154,43577
43577,130732
130732,65366
65366,32683
32683,98050
98050,49025
49025,147076
147076,73538
73538,36769
36769,110308
110308,55154
55154,27577
27577,82732
82732,41366
41366,20683
20683,62050
62050,31025
31025,93076
93076,46538
46538,23269
23269,69808
69808,34904
34904,17452
17452,8726
8726,4363
4363,13090
13090,6545
6545,19636
19636,9818
9818,4909
4909,14728
14728,7364
7364,3682
3682,1841
1841,5524
5524,2762
2762,1381
1381,4144
4144,2072
2072,1036
1036,518
518,259
259,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8608,4304
4304,2152
2152,1076
1076,538
538,269
269,808
808,404
404,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8609,25828
25828,12914
12914,6457
6457,19372
19372,9686
9686,4843
4843,14530
14530,7265
7265,21796
21796,10898
10898,5449
5449,16348
16348,8174
8174,4087
4087,12262
12262,6131
6131,18394
18394,9197
9197,27592
27592,13796
13796,6898
6898,3449
3449,10348
10348,5174
5174,2587
2587,7762
7762,3881
3881,11644
11644,5822
5822,2911
2911,8734
8734,4367
4367,13102
13102,6551
6551,19654
19654,9827
9827,29482
29482,14741
14741,44224
44224,22112
22112,11056
11056,5528
5528,2764
2764,1382
1382,691
691,2074
2074,1037
1037,3112
3112,1556
1556,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
