source,target
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9118,4559
4559,13678
13678,6839
6839,20518
20518,10259
10259,30778
30778,15389
15389,46168
46168,23084
23084,11542
11542,5771
5771,17314
17314,8657
8657,25972
25972,12986
12986,6493
6493,19480
19480,9740
9740,4870
4870,2435
2435,7306
7306,3653
3653,10960
10960,5480
5480,2740
2740,1370
1370,685
685,2056
2056,1028
1028,514
514,257
257,772
772,386
386,193
193,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9119,27358
27358,13679
13679,41038
41038,20519
20519,61558
61558,30779
30779,92338
92338,46169
46169,138508
138508,69254
69254,34627
34627,103882
103882,51941
51941,155824
155824,77912
77912,38956
38956,19478
19478,9739
9739,29218
29218,14609
14609,43828
43828,21914
21914,10957
10957,32872
32872,16436
16436,8218
8218,4109
4109,12328
12328,6164
6164,3082
3082,1541
1541,4624
4624,2312
2312,1156
1156,578
578,289
289,868
868,434
434,217
217,652
652,326
326,163
163,490
490,245
245,736
736,368
368,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9120,4560
4560,2280
2280,1140
1140,570
570,285
285,856
856,428
428,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9121,27364
27364,13682
13682,6841
6841,20524
20524,10262
10262,5131
5131,15394
15394,7697
7697,23092
23092,11546
11546,5773
5773,17320
17320,8660
8660,4330
4330,2165
2165,6496
6496,3248
3248,1624
1624,812
812,406
406,203
203,610
610,305
305,916
916,458
458,229
229,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9122,4561
4561,13684
13684,6842
6842,3421
3421,10264
10264,5132
5132,2566
2566,1283
1283,3850
3850,1925
1925,5776
5776,2888
2888,1444
1444,722
722,361
361,1084
1084,542
542,271
271,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9123,27370
27370,13685
13685,41056
41056,20528
20528,10264
10264,5132
5132,2566
2566,1283
1283,3850
3850,1925
1925,5776
5776,2888
2888,1444
1444,722
722,361
361,1084
1084,542
542,271
271,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9124,4562
4562,2281
2281,6844
6844,3422
3422,1711
1711,5134
5134,2567
2567,7702
7702,3851
3851,11554
11554,5777
5777,17332
17332,8666
8666,4333
4333,13000
13000,6500
6500,3250
3250,1625
1625,4876
4876,2438
2438,1219
1219,3658
3658,1829
1829,5488
5488,2744
2744,1372
1372,686
686,343
343,1030
1030,515
515,1546
1546,773
773,2320
2320,1160
1160,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9125,27376
27376,13688
13688,6844
6844,3422
3422,1711
1711,5134
5134,2567
2567,7702
7702,3851
3851,11554
11554,5777
5777,17332
17332,8666
8666,4333
4333,13000
13000,6500
6500,3250
3250,1625
1625,4876
4876,2438
2438,1219
1219,3658
3658,1829
1829,5488
5488,2744
2744,1372
1372,686
686,343
343,1030
1030,515
515,1546
1546,773
773,2320
2320,1160
1160,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9126,4563
4563,13690
13690,6845
6845,20536
20536,10268
10268,5134
5134,2567
2567,7702
7702,3851
3851,11554
11554,5777
5777,17332
17332,8666
8666,4333
4333,13000
13000,6500
6500,3250
3250,1625
1625,4876
4876,2438
2438,1219
1219,3658
3658,1829
1829,5488
5488,2744
2744,1372
1372,686
686,343
343,1030
1030,515
515,1546
1546,773
773,2320
2320,1160
1160,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9127,27382
27382,13691
13691,41074
41074,20537
20537,61612
61612,30806
30806,15403
15403,46210
46210,23105
23105,69316
69316,34658
34658,17329
17329,51988
51988,25994
25994,12997
12997,38992
38992,19496
19496,9748
9748,4874
4874,2437
2437,7312
7312,3656
3656,1828
1828,914
914,457
457,1372
1372,686
686,343
343,1030
1030,515
515,1546
1546,773
773,2320
2320,1160
1160,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9128,4564
4564,2282
2282,1141
1141,3424
3424,1712
1712,856
856,428
428,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9129,27388
27388,13694
13694,6847
6847,20542
20542,10271
10271,30814
30814,15407
15407,46222
46222,23111
23111,69334
69334,34667
34667,104002
104002,52001
52001,156004
156004,78002
78002,39001
39001,117004
117004,58502
58502,29251
29251,87754
87754,43877
43877,131632
131632,65816
65816,32908
32908,16454
16454,8227
8227,24682
24682,12341
12341,37024
37024,18512
18512,9256
9256,4628
4628,2314
2314,1157
1157,3472
3472,1736
1736,868
868,434
434,217
217,652
652,326
326,163
163,490
490,245
245,736
736,368
368,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9130,4565
4565,13696
13696,6848
6848,3424
3424,1712
1712,856
856,428
428,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9131,27394
27394,13697
13697,41092
41092,20546
20546,10273
10273,30820
30820,15410
15410,7705
7705,23116
23116,11558
11558,5779
5779,17338
17338,8669
8669,26008
26008,13004
13004,6502
6502,3251
3251,9754
9754,4877
4877,14632
14632,7316
7316,3658
3658,1829
1829,5488
5488,2744
2744,1372
1372,686
686,343
343,1030
1030,515
515,1546
1546,773
773,2320
2320,1160
1160,580
580,290
290,145
145,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9132,4566
4566,2283
2283,6850
6850,3425
3425,10276
10276,5138
5138,2569
2569,7708
7708,3854
3854,1927
1927,5782
5782,2891
2891,8674
8674,4337
4337,13012
13012,6506
6506,3253
3253,9760
9760,4880
4880,2440
2440,1220
1220,610
610,305
305,916
916,458
458,229
229,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9133,27400
27400,13700
13700,6850
6850,3425
3425,10276
10276,5138
5138,2569
2569,7708
7708,3854
3854,1927
1927,5782
5782,2891
2891,8674
8674,4337
4337,13012
13012,6506
6506,3253
3253,9760
9760,4880
4880,2440
2440,1220
1220,610
610,305
305,916
916,458
458,229
229,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9134,4567
4567,13702
13702,6851
6851,20554
20554,10277
10277,30832
30832,15416
15416,7708
7708,3854
3854,1927
1927,5782
5782,2891
2891,8674
8674,4337
4337,13012
13012,6506
6506,3253
3253,9760
9760,4880
4880,2440
2440,1220
1220,610
610,305
305,916
916,458
458,229
229,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9135,27406
27406,13703
13703,41110
41110,20555
20555,61666
61666,30833
30833,92500
92500,46250
46250,23125
23125,69376
69376,34688
34688,17344
17344,8672
8672,4336
4336,2168
2168,1084
1084,542
542,271
271,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9136,4568
4568,2284
2284,1142
1142,571
571,1714
1714,857
857,2572
2572,1286
1286,643
643,1930
1930,965
965,2896
2896,1448
1448,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9137,27412
27412,13706
13706,6853
6853,20560
20560,10280
10280,5140
5140,2570
2570,1285
1285,3856
3856,1928
1928,964
964,482
482,241
241,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9138,4569
4569,13708
13708,6854
6854,3427
3427,10282
10282,5141
5141,15424
15424,7712
7712,3856
3856,1928
1928,964
964,482
482,241
241,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9139,27418
27418,13709
13709,41128
41128,20564
20564,10282
10282,5141
5141,15424
15424,7712
7712,3856
3856,1928
1928,964
964,482
482,241
241,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9140,4570
4570,2285
2285,6856
6856,3428
3428,1714
1714,857
857,2572
2572,1286
1286,643
643,1930
1930,965
965,2896
2896,1448
1448,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9141,27424
27424,13712
13712,6856
6856,3428
3428,1714
1714,857
857,2572
2572,1286
1286,643
643,1930
1930,965
965,2896
2896,1448
1448,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9142,4571
4571,13714
13714,6857
6857,20572
20572,10286
10286,5143
5143,15430
15430,7715
7715,23146
23146,11573
11573,34720
34720,17360
17360,8680
8680,4340
4340,2170
2170,1085
1085,3256
3256,1628
1628,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9143,27430
27430,13715
13715,41146
41146,20573
20573,61720
61720,30860
30860,15430
15430,7715
7715,23146
23146,11573
11573,34720
34720,17360
17360,8680
8680,4340
4340,2170
2170,1085
1085,3256
3256,1628
1628,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9144,4572
4572,2286
2286,1143
1143,3430
3430,1715
1715,5146
5146,2573
2573,7720
7720,3860
3860,1930
1930,965
965,2896
2896,1448
1448,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9145,27436
27436,13718
13718,6859
6859,20578
20578,10289
10289,30868
30868,15434
15434,7717
7717,23152
23152,11576
11576,5788
5788,2894
2894,1447
1447,4342
4342,2171
2171,6514
6514,3257
3257,9772
9772,4886
4886,2443
2443,7330
7330,3665
3665,10996
10996,5498
5498,2749
2749,8248
8248,4124
4124,2062
2062,1031
1031,3094
3094,1547
1547,4642
4642,2321
2321,6964
6964,3482
3482,1741
1741,5224
5224,2612
2612,1306
1306,653
653,1960
1960,980
980,490
490,245
245,736
736,368
368,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9146,4573
4573,13720
13720,6860
6860,3430
3430,1715
1715,5146
5146,2573
2573,7720
7720,3860
3860,1930
1930,965
965,2896
2896,1448
1448,724
724,362
362,181
181,544
544,272
272,136
136,68
68,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9147,27442
27442,13721
13721,41164
41164,20582
20582,10291
10291,30874
30874,15437
15437,46312
46312,23156
23156,11578
11578,5789
5789,17368
17368,8684
8684,4342
4342,2171
2171,6514
6514,3257
3257,9772
9772,4886
4886,2443
2443,7330
7330,3665
3665,10996
10996,5498
5498,2749
2749,8248
8248,4124
4124,2062
2062,1031
1031,3094
3094,1547
1547,4642
4642,2321
2321,6964
6964,3482
3482,1741
1741,5224
5224,2612
2612,1306
1306,653
653,1960
1960,980
980,490
490,245
245,736
736,368
368,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9148,4574
4574,2287
2287,6862
6862,3431
3431,10294
10294,5147
5147,15442
15442,7721
7721,23164
23164,11582
11582,5791
5791,17374
17374,8687
8687,26062
26062,13031
13031,39094
39094,19547
19547,58642
58642,29321
29321,87964
87964,43982
43982,21991
21991,65974
65974,32987
32987,98962
98962,49481
49481,148444
148444,74222
74222,37111
37111,111334
111334,55667
55667,167002
167002,83501
83501,250504
250504,125252
125252,62626
62626,31313
31313,93940
93940,46970
46970,23485
23485,70456
70456,35228
35228,17614
17614,8807
8807,26422
26422,13211
13211,39634
39634,19817
19817,59452
59452,29726
29726,14863
14863,44590
44590,22295
22295,66886
66886,33443
33443,100330
100330,50165
50165,150496
150496,75248
75248,37624
37624,18812
18812,9406
9406,4703
4703,14110
14110,7055
7055,21166
21166,10583
10583,31750
31750,15875
15875,47626
47626,23813
23813,71440
71440,35720
35720,17860
17860,8930
8930,4465
4465,13396
13396,6698
6698,3349
3349,10048
10048,5024
5024,2512
2512,1256
1256,628
628,314
314,157
157,472
472,236
236,118
118,59
59,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9149,27448
27448,13724
13724,6862
6862,3431
3431,10294
10294,5147
5147,15442
15442,7721
7721,23164
23164,11582
11582,5791
5791,17374
17374,8687
8687,26062
26062,13031
13031,39094
39094,19547
19547,58642
58642,29321
29321,87964
87964,43982
43982,21991
21991,65974
65974,32987
32987,98962
98962,49481
49481,148444
148444,74222
74222,37111
37111,111334
111334,55667
55667,167002
167002,83501
83501,250504
250504,125252
125252,62626
62626,31313
31313,93940
93940,46970
46970,23485
23485,70456
70456,35228
35228,17614
17614,8807
8807,26422
26422,13211
13211,39634
39634,19817
19817,59452
59452,29726
29726,14863
14863,44590
44590,22295
22295,66886
66886,33443
33443,100330
100330,50165
50165,150496
150496,75248
75248,37624
37624,18812
18812,9406
9406,4703
4703,14110
14110,7055
7055,21166
21166,10583
10583,31750
31750,15875
15875,47626
47626,23813
23813,71440
71440,35720
35720,17860
17860,8930
8930,4465
4465,13396
13396,6698
6698,3349
3349,10048
10048,5024
5024,2512
2512,1256
1256,628
628,314
314,157
157,472
472,236
236,118
118,59
59,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9150,4575
4575,13726
13726,6863
6863,20590
20590,10295
10295,30886
30886,15443
15443,46330
46330,23165
23165,69496
69496,34748
34748,17374
17374,8687
8687,26062
26062,13031
13031,39094
39094,19547
19547,58642
58642,29321
29321,87964
87964,43982
43982,21991
21991,65974
65974,32987
32987,98962
98962,49481
49481,148444
148444,74222
74222,37111
37111,111334
111334,55667
55667,167002
167002,83501
83501,250504
250504,125252
125252,62626
62626,31313
31313,93940
93940,46970
46970,23485
23485,70456
70456,35228
35228,17614
17614,8807
8807,26422
26422,13211
13211,39634
39634,19817
19817,59452
59452,29726
29726,14863
14863,44590
44590,22295
22295,66886
66886,33443
33443,100330
100330,50165
50165,150496
150496,75248
75248,37624
37624,18812
18812,9406
9406,4703
4703,14110
14110,7055
7055,21166
21166,10583
10583,31750
31750,15875
15875,47626
47626,23813
23813,71440
71440,35720
35720,17860
17860,8930
8930,4465
4465,13396
13396,6698
6698,3349
3349,10048
10048,5024
5024,2512
2512,1256
1256,628
628,314
314,157
157,472
472,236
236,118
118,59
59,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9151,27454
27454,13727
13727,41182
41182,20591
20591,61774
61774,30887
30887,92662
92662,46331
46331,138994
138994,69497
69497,208492
208492,104246
104246,52123
52123,156370
156370,78185
78185,234556
234556,117278
117278,58639
58639,175918
175918,87959
87959,263878
263878,131939
131939,395818
395818,197909
197909,593728
593728,296864
296864,148432
148432,74216
74216,37108
37108,18554
18554,9277
9277,27832
27832,13916
13916,6958
6958,3479
3479,10438
10438,5219
5219,15658
15658,7829
7829,23488
23488,11744
11744,5872
5872,2936
2936,1468
1468,734
734,367
367,1102
1102,551
551,1654
1654,827
827,2482
2482,1241
1241,3724
3724,1862
1862,931
931,2794
2794,1397
1397,4192
4192,2096
2096,1048
1048,524
524,262
262,131
131,394
394,197
197,592
592,296
296,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9152,4576
4576,2288
2288,1144
1144,572
572,286
286,143
143,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
